Readout,Time_Point_std,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n_pos,n_neg,median_pos,median_neg,median_diff_pp,p_value,cliffs_delta,p_adj
CCR6- CXCR3- / CCR4+,12wks,BCG,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,18,16,0.8200000000000001,0.575,0.2450000000000001,0.6167848439903907,0.10416666666666667,0.8769452758157213
CCR6+ CXCR3- / CD161+,12wks,BCG,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,18,16,45.031338860186636,40.45033901411031,4.580999846076324,0.34266504615968246,0.19444444444444445,0.7852690953107269
CCR6- CXCR3- / CCR4+,12wks,BCG,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,18,16,2.2,1.85,0.3500000000000001,0.986234814838515,0.006944444444444444,0.9928548990146824
CD45RO+ CD27+ / CXCR5+,12wks,BCG,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,18,16,2.219834254143646,2.255545366852842,-0.0357111127091958,0.9862358663545844,0.006944444444444444,0.9928548990146824
IL-17a,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,31.829400780852147,50.83168751371515,-19.002286732863006,0.012367275486607833,-0.5069444444444444,0.3639715985419572
IFNy,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,40.35,55.05,-14.699999999999996,0.3789494660972779,-0.18055555555555555,0.7853811364377881
CD45RO+ CD27-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,54.410922248282205,64.7559856047736,-10.345063356491394,0.12894881141186543,-0.3090277777777778,0.6007788947646159
CCR6+ CXCR3+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,9.865056492549533,19.363157894736844,-9.498101402187311,0.013618459734617006,-0.5,0.3639715985419572
TNFa,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,80.73795624344257,89.24786349210908,-8.509907248666508,0.06482113329451789,-0.375,0.4743009753257406
CCR6- CXCR3+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,31.449943438914026,26.520064724919095,4.929878713994931,0.02605027769192139,0.4513888888888889,0.3639715985419572
CD45RO+ CD27+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,30.994202898550725,26.302551203736975,4.69165169481375,0.3087508147269557,0.20833333333333334,0.7783633984713169
PD-1,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,9.152672296416997,13.020389461626577,-3.86771716520958,0.2887585210668143,NA,0.7642139151826275
CCR6- CXCR3-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,55.114012546748704,58.08844287158747,-2.974430324838764,0.36053986471650123,0.1875,0.7852690953107269
CD45RO- CD27+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,2.405,4.67,-2.265,0.6912778273275767,-0.08333333333333333,0.9099000319016168
IL-21,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,10.828142042249109,13.040033222591362,-2.2118911803422527,0.043545273804042856,-0.4097222222222222,0.4214058755229954
IL-22,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,4.43,2.55,1.88,0.38833111160877387,0.17708333333333334,0.7853811364377881
CCR6+ CXCR3-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,4.578868903493601,5.888140214484603,-1.3092713109910026,0.4793693801516517,-0.14583333333333334,0.83127638176587
HLA-DR+ CD38+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,11.008300424535719,10.419128630705394,0.5891717938303245,0.5691497940860235,0.11805555555555555,0.8527163018713639
IL-2,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,2.846692114795207,3.104739464914193,-0.2580473501189857,0.5927876039372726,0.1111111111111111,0.8632829183552514
CD45RO- CD27-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,16,1.45,1.635,-0.18500000000000005,0.7171395005923142,-0.0763888888888889,0.9178775905500443
IL-17a,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,49.775,85.88487394957983,-36.10987394957983,0.3382342751283825,-0.19444444444444445,0.7852690953107269
TNFa,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,52.23421622522072,67.83235294117648,-15.59813671595576,0.20789684799610966,-0.2569444444444444,0.6565163620929779
CD45RO+ CD27+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,37.16757696515081,26.76084054669704,10.406736418453768,0.05550118550207108,0.3888888888888889,0.4681301067696689
CD45RO+ CD27-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,27.374037280701756,37.63421052631579,-10.260173245614034,0.0755815981990356,-0.3611111111111111,0.503877321326904
CD107a,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,16.86228907991086,26.03194995885523,-9.16966087894437,0.1012328997299392,-0.3333333333333333,0.5582038990622112
CCR6+ CXCR3+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,12.65,20.950000000000003,-8.300000000000002,0.12468661770537767,-0.3125,0.6007788947646159
IFNy,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,45.45,52.55,-7.099999999999994,0.39792644246181264,-0.1736111111111111,0.7853811364377881
IL-22,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,7.65,2.04,5.61,0.05120793605689284,0.3958333333333333,0.4681301067696689
IL-2,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,25.1,30.3,-5.199999999999999,0.6537121807875776,-0.09375,0.9036451986155027
HLA-DR+ CD38+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,84.05,79.25,4.799999999999997,0.8225328692566951,-0.04861111111111111,0.9507830263906896
CCR6- CXCR3-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,66.59927564797476,62.74008437631118,3.8591912716635832,0.5194172591774067,0.13194444444444445,0.8485483550690763
CD45RO- CD27-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,0.53,4.095194902548726,-3.5651949025487255,0.2268402595487639,-0.2465277777777778,0.6907563437859006
CCR6+ CXCR3-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,10.91,8.13,2.7799999999999994,0.43752283921405616,0.1597222222222222,0.8003466570988832
CCR6- CXCR3+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,31.358695652173914,29.05335144927536,2.305344202898553,0.9862358663545844,0.006944444444444444,0.9928548990146824
CD45RO- CD27+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,4.950156555944056,3.8269545454545457,1.1232020104895102,0.9862358663545844,-0.006944444444444444,0.9928548990146824
IL-21,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,5.145,4.475,0.6699999999999999,0.9312402076557219,-0.020833333333333332,0.9837044447067484
PD-1,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,16,9.677190503652444,9.862809917355372,-0.18561941370292878,0.483577228531309,NA,0.8337538422953603
CCR6- CXCR3-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,81.21448530823892,50.17707509881423,31.037410209424692,0.01761318903593391,0.4791666666666667,0.3639715985419572
CD107a,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,46.34994657276425,58.49136740331491,-12.141420830550658,0.010666537578426208,-0.5173611111111112,0.3639715985419572
IL-17a,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,28.193236039562784,37.38317757009346,-9.189941530530675,0.016485863525968585,-0.4861111111111111,0.3639715985419572
CCR6+ CXCR3+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,45.412712727272734,54.05016454286775,-8.637451815595014,0.36053986471650123,-0.1875,0.7852690953107269
IL-21,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,6.109658792650919,10.940896911514496,-4.831238118863578,0.0028401105898677947,-0.6041666666666666,0.3639715985419572
PD-1,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,7.238369391232508,9.771043165467626,-2.5326737742351177,0.19324433568548544,NA,0.6233688247918885
IFNy,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,10.62420744243421,13.066599264705882,-2.442391822271672,0.5232714856259304,-0.13194444444444445,0.8485483550690763
TNFa,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,51.58794212218649,53.89680441955572,-2.308862297369231,0.1521764393097223,-0.2916666666666667,0.6169315107150904
CCR6- CXCR3+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,24.75,23.049999999999997,1.7000000000000028,0.4074467497444558,0.1701388888888889,0.7886066124086242
IL-2,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,17.1,18.8,-1.6999999999999993,0.7430771478039213,-0.06944444444444445,0.9288464347549017
CCR6+ CXCR3-,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,3.084480295566502,4.518099770166586,-1.4336194746000839,0.6915240242452287,-0.08333333333333333,0.9099000319016168
HLA-DR+ CD38+,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,10.209458128078818,11.390761750641948,-1.1813036225631297,0.5808835236989285,-0.11458333333333333,0.8584485571905347
IL-22,12wks,BCG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,16,3.99,4.935,-0.9449999999999994,0.5927593466284073,-0.1111111111111111,0.8632829183552514
CCR6- CXCR3- / CCR4+,12wks,DosR,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,18,15,1.93,3.48,-1.55,0.1379155248197748,-0.3074074074074074,0.6007788947646159
CCR6+ CXCR3- / CD161+,12wks,DosR,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,18,15,57.220834676119885,44.88054607508533,12.340288601034558,0.23274526564721912,0.24814814814814815,0.6975457149932516
CCR6- CXCR3- / CCR4+,12wks,DosR,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,18,15,3.3049999999999997,6.67,-3.365,0.24689245340247146,-0.24074074074074073,0.7054070097213471
CD45RO+ CD27+ / CXCR5+,12wks,DosR,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,18,15,2.7810497237569054,3.4584375000000005,-0.6773877762430951,0.5386252265251064,-0.12962962962962962,0.85046088398701
IL-17a,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,52.55813953488372,98.03921568627452,-45.481076151390795,0.014696205910356398,-0.5,0.3639715985419572
CD45RO+ CD27-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,24.515092968559323,38.54449093444909,-14.029397965889764,0.042882412776206184,-0.4185185185185185,0.4214058755229954
TNFa,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,62.73679632925245,75.90801479654748,-13.171218467295027,0.06007795404759672,-0.3888888888888889,0.4681301067696689
CD45RO+ CD27+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,62.060962566844914,50.9,11.160962566844916,0.07059778704484587,0.37407407407407406,0.49254270031287817
CCR6- CXCR3+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,16.00246444731739,8.081012658227847,7.921451789089543,0.02740893873735094,0.45555555555555555,0.3639715985419572
IL-21,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,10.784032258064517,15.850166112956812,-5.0661338548922945,0.06007795404759672,-0.3888888888888889,0.4681301067696689
CCR6+ CXCR3-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,16.370266973611876,20.669616519174042,-4.2993495455621655,0.19302186104388416,-0.27037037037037037,0.6233688247918885
HLA-DR+ CD38+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,5.46049065340422,8.978095238095237,-3.5176045846910178,0.10371280435579411,-0.337037037037037,0.5582038990622112
PD-1,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,30.562256586483393,32.84367816091954,-2.281421574436145,0.47168050433011827,NA,0.823891799652996
CD45RO- CD27+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,6.175000000000001,7.864999999999999,-1.6899999999999986,0.9855346361110546,-0.007407407407407408,0.9928548990146824
CCR6+ CXCR3+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,11.026901389981642,9.769306930693071,1.2575944592885708,0.800185774221412,-0.05555555555555555,0.945101308135526
CD45RO- CD27-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,0.685,1.46,-0.7749999999999999,0.4583594669044346,-0.15555555555555556,0.823891799652996
CCR6- CXCR3-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,65.55886107451325,65.15935483870969,0.3995062358035568,0.6766749833706046,-0.08888888888888889,0.9091367849323929
IL-2,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,2.212882839651587,1.9066666666666665,0.30621617298492043,0.13817914579586166,0.3074074074074074,0.6007788947646159
IL-22,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,3.33,3.08,0.25,0.7723602613354957,0.06296296296296296,0.9305768207947153
IFNy,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,18,15,12.45,12.6,-0.15000000000000036,0.842351796929719,-0.044444444444444446,0.9526156246972601
IL-22,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,23.35,5.39,17.96,0.062122743028419955,0.3851851851851852,0.4681301067696689
IL-17a,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,89.96511627906978,100,-10.034883720930225,0.3506488809885032,-0.17777777777777778,0.7852690953107269
HLA-DR+ CD38+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,58.849999999999994,67.7,-8.850000000000009,0.44762317172505445,-0.15925925925925927,0.8138603122273717
CCR6- CXCR3-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,67.28545095630813,75,-7.714549043691875,0.2458622250369851,-0.24074074074074073,0.7054070097213471
CD107a,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,8.372,15.555555555555557,-7.183555555555557,0.013942141844968866,-0.5074074074074074,0.3639715985419572
TNFa,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,51.17333000166583,57.02280912364946,-5.849479121983627,0.5629066444249688,-0.12222222222222222,0.8527163018713639
CD45RO+ CD27+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,46.63340440985733,41.02864197530864,5.6047624345486895,0.34716086336995433,0.1962962962962963,0.7852690953107269
CCR6- CXCR3+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,16.275208695652175,10.903603603603605,5.37160509204857,0.09990158064767357,0.34074074074074073,0.5582038990622112
CD45RO+ CD27-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,7.6072500000000005,12.865329341317366,-5.258079341317366,0.32893135777828136,-0.2037037037037037,0.7852690953107269
CCR6+ CXCR3+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,19.049999999999997,13.9,5.149999999999997,0.5629066444249688,0.12222222222222222,0.8527163018713639
IL-2,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,33.25,30.9,2.3500000000000014,0.6906999385535015,0.08518518518518518,0.9099000319016168
CD45RO- CD27+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,9.95355,8.744372623574144,1.2091773764258562,0.7163919067318274,0.07777777777777778,0.9178775905500443
IL-21,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,6.005000000000001,7.09,-1.084999999999999,1,0.003703703703703704,1
IFNy,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,9.11,8.18,0.9299999999999997,0.5384213269777123,-0.12962962962962962,0.85046088398701
PD-1,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,27.262308996539794,28.037100000000002,-0.7747910034602086,0.4211523630828888,NA,0.7946271001563939
CCR6+ CXCR3-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,17.05,17.6,-0.5500000000000007,0.7861260737752738,-0.05925925925925926,0.9433512885303285
CD45RO- CD27-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,18,15,0,0.48,-0.48,0.28622451277709865,-0.2037037037037037,0.7642139151826275
CCR6- CXCR3-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,61.846539792387546,44.83414634146341,17.012393450924137,0.19287302112066668,0.27037037037037037,0.6233688247918885
IL-21,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,14.521784776902887,30.854457050243113,-16.332672273340226,0.018759477587935836,-0.48518518518518516,0.3639715985419572
CD107a,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,37.346161226634266,49.28493506493506,-11.938773838300797,0.023816907578981927,-0.4666666666666667,0.3639715985419572
TNFa,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,42.671291185581524,48.92801556420234,-6.256724378620817,0.20568017674785308,-0.26296296296296295,0.6564260960037864
CCR6+ CXCR3+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,58.95104006163328,54.12963503649635,4.821405025136926,0.27803552837237,0.22592592592592592,0.7514473739793783
PD-1,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,21.340500685696874,24.210685317973436,-2.870184632276562,0.1500103529486378,NA,0.6164809025286485
CCR6+ CXCR3-,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,3.9075103261643642,6.183989769820972,-2.2764794436566076,0.11996318214050385,-0.32222222222222224,0.6007788947646159
IL-17a,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,57.286585365853654,58.85826771653543,-1.571682350681776,0.1288531112543637,-0.3148148148148148,0.6007788947646159
CCR6- CXCR3+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,20.15,21.7,-1.5500000000000007,0.7723232479553062,0.06296296296296296,0.9305768207947153
HLA-DR+ CD38+,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,6.472165856799953,7.433850931677019,-0.9616850748770656,0.587562633103256,-0.11481481481481481,0.8632829183552514
IL-2,12wks,DosR,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,18,15,15.3,14.4,0.9000000000000004,0.8000221239390546,0.05555555555555555,0.945101308135526
